ID|Term_EN|Term_NO
278601000202108|At increased risk of late effect due to and following disorder (finding)|risiko for sekvele etter sykdom
714666004|Difficulty obtaining medication (finding)|vansker med å skaffe legemiddel
386807006|Memory impairment (finding)|svekt hukommelse
95930005|Victim of neglect (finding)|utsatt for omsorgssvikt
87715008|Xerostomia (finding)|munntørrheit
371736008|At increased risk for aspiration (finding)|risiko for aspirasjon
419145002|Nightmares (finding)|mareritt
129838004|At increased risk for situational low self-esteem (finding)|risiko for situasjonsbetinget lav selvfølelse
44695005|Paralysis (finding)|paralyse
704381006|Deficient knowledge of oral hygiene (finding)|mangelfull kunnskap om munnhygiene
704353000|At increased risk for environmental injury (finding)|risiko for miljøskade
26079004|Tremor (finding)|tremor
1279828000|At increased risk for disorder due to contraceptive use (finding)|risiko for sjukdom som kjem av prevensjonsbruk
704439001|Difficulty performing personal grooming activity (finding)|vanskar med å stella seg
160689007|Housebound (finding)|bunden til huset
162031009|Indigestion (finding)|dyspepsi
162221009|Restlessness (finding)|rastløshet
704446005|Deficient knowledge of exercise (finding)|mangelfull kunnskap om trening
705046008|Deficit of medication supply (finding)|manglande tilgang på lækjemiddel
704308002|Difficulty managing peritoneal dialysis (finding)|vanskar med å handtera peritonealdialyse
704303006|Problem with continuity of care (finding)|problem med kontinuitet i helsehjelp
228151002|Personal care disability (finding)|funksjonsnedsetjing knytt til eigenomsorg
248042003|Uncooperative behavior (finding)|samarbeidsuvillig atferd
34095006|Dehydration (disorder)|dehydrering
91249009|Criminal behavior (finding)|kriminell åtferd
81763001|At increased risk for traumatic injury (finding)|risiko for skade
130968006|Self-mutilation (finding)|sjølvmutilering
160707003|Inadequate sanitation (finding)|utilstrekkelige sanitære forhold
705000008|Low self-control (finding)|låg sjølvkontroll
14783006|Hyperbilirubinemia (disorder)|hyperbilirubinemi
704428004|Impairment of adolescent development (finding)|nedsatt utvikling i ungdomsalder
54840006|Failure to thrive (disorder)|failure to thrive
413585005|Aspiration into respiratory tract (finding)|aspirasjon til luftveier
1230052008|Impaired ability to manage medication regime (finding)|svekket evne til å håndtere legemiddelregime
225444004|At increased risk for suicide (finding)|risiko for sjølvmord
160685001|Bed-ridden (finding)|sengebunden
385486001|Postoperative complication (disorder)|postoperativ komplikasjon
267036007|Dyspnea (finding)|dyspné
816082000|Hypovolemia (finding)|hypovolemi
420038007|Feeling unhappy (finding)|kjenner seg ulukkeleg
714656007|Impaired fetal development (finding)|nedsatt fosterutvikling
53209001|Decisional conflict (finding)|beslutningskonflikt
704349002|At increased risk of elder abuse (finding)|eldre i risiko for mishandling
33910007|Postoperative infection (disorder)|postoperativ infeksjon
422400008|Vomiting (disorder)|oppkast
129618003|Autonomic dysreflexia (disorder)|autonom dysrefleksi
397940009|Victim of child abuse (finding)|utsatt for mishandling som barn
705044006|Caregiver difficulty performing caretaking (finding)|omsorgsgiver har nedsatt evne til å utføre omsorg
16320008|Feeling mixed emotions (finding)|kjenner seg ambivalent
271782001|Drowsy (finding)|somnolent
20301004|Dysphasia (finding)|dysfasi
363168001|Inflammation of skin and/or subcutaneous tissue (disorder)|inflammasjon i hud og/eller subkutant vev
76114004|Decreased renal function (finding)|nedsett nyrefunksjon
183976008|Operative procedure planned (situation)|operasjon planlagd
50048006|At increased risk for deficient fluid volume (finding)|risiko for underskot av væske
714659000|At increased risk of impaired urinary system function (finding)|risiko for nedsatt funksjon i urinsystem
161052004|At increased risk for hypothermia (finding)|risiko for hypotermi
448177004|Adverse drug interaction (disorder)|uønskt lækjemiddelinteraksjon
704354006|At increased risk of anaphylaxis (finding)|risiko for anafylaksi
1137439008|On complex medication regime (finding)|sammensatt legemiddelregime
39623008|At increased risk for poisoning injury (finding)|risiko for forgiftning
361137007|Irregular heart beat (finding)|uregelmessige hjarteslag
704299001|Health belief conflict (finding)|konfliktfylt helseoppfatning
297982009|Skin problem (finding)|hudproblem
278461000202109|At increased risk of spreading communicable disease (finding)|risiko for å spre smitte
1237116009|Venous ulcer of lower limb (disorder)|venøst sår på underekstremitet
129689002|At increased risk for nutritional problem (finding)|risiko for ernæringsproblem
161133008|School attendance poor (finding)|lav skoledeltakelse
704348005|At increased risk of hemorrhage (finding)|risiko for blødning
424167000|At increased risk for unstable blood glucose level (finding)|risiko for ustabilt blodsukkernivå
704357004|At increased risk of self-injurious behavior (finding)|risiko for selvskadingsatferd
388021000202109|Impaired cough strength (finding)|nedsett hostekraft
401207004|Medication side effects present (finding)|lækjemiddelbiverknader til stades
247444006|Excoriation of skin (disorder)|ekskoriasjon
225472006|Feels life is meaningless (finding)|føler at livet er meningsløst
1003755004|Allergy to Hevea brasiliensis latex protein (finding)|lateksallergi
704678007|Depressed mood with postpartum onset (finding)|depressivt stemningsleie etter fødsel
55222007|Tenderness of breast (finding)|ømhet i bryst
14501000202100|At increased risk for necrotizing enterocolitis in fetus OR newborn (finding)|risiko for nekrotiserende enterokolitt hos foster eller nyfødt
706879004|Physical injury due to physical abuse (disorder)|fysisk skade som kjem av fysisk mishandling
129703005|At increased risk for perioperative positioning injury (finding)|risiko for perioperativ leiringsskade
8821000202101|Complication of stoma (disorder)|komplikasjon med stomi
1269477001|At increased risk for female infertility (finding)|risiko for kvinneleg infertilitet
78648007|At increased risk for infection (finding)|risiko for infeksjon
160822004|Relationship problem (finding)|relasjonsproblem
47295007|Psychomotor agitation (finding)|psykomotorisk agitasjon
161941007|Dyspnea at rest (finding)|kviledyspné
706875005|Insufficient food supply (finding)|utilstrekkeleg matforsyning
129891007|Caregiver role strain (finding)|belastande omsorgsgjevarrolle
69322001|Psychotic disorder (disorder)|psykotisk liding
105593004|Electrolyte imbalance (disorder)|forstyrrelse i elektrolyttbalanse
705049001|Difficulty self monitoring disease (finding)|vanskar med sjølvmonitorering av sjukdom
409622000|Respiratory failure (disorder)|respirasjonssvikt
129699007|At increased risk for impaired parent to child or infant attachment (finding)|risiko for svekket tilknytning mellom forelder og barn/spedbarn
1217330004|Impairment of integrity of oral mucous membrane (finding)|svekket munnslimhinne
424860001|Low income (finding)|låg inntekt
22220005|Genuine stress incontinence (finding)|stressinkontinens
704300009|Environmental safety problem (finding)|problem med miljøsikkerhet
3006004|Disturbance of consciousness (finding)|bevissthetsforstyrrelse
417531000202108|At increased risk of syncope (finding)|risiko for synkope
710110008|Phantom pain (disorder)|fantomsmerter
247347003|Discomfort (finding)|ubehag
704379009|Deficient knowledge of sexual behavior (finding)|mangelfull kunnskap om seksuell atferd
704307007|At increased risk of complication of stoma (finding)|risiko for stomikomplikasjon
129892000|Disuse syndrome (finding)|inaktivitetssyndrom
405786003|Poor response to treatment (situation)|dårlig respons på behandling
704417003|At increased risk of medication side effect (finding)|risiko for legemiddelbivirkning
705021008|Difficulty managing exercise regime (finding)|vansker med å utføre treningsopplegg
88202002|Alteration in nutrition: less than body requirements (finding)|lavere næringsinntak enn kroppen behøver
387431000202100|At increased risk of drug abuse (finding)|risiko for lækjemiddel- eller rusmisbruk
129875009|Alteration in social interaction (finding)|endra sosial interaksjon
417716002|At increased risk of neglect by others (finding)|risiko for å bli utsett for omsorgssvikt
704675005|Inadequate pain control (finding)|utilstrekkeleg smertekontroll
705051002|Difficulty managing dietary regimen (finding)|vanskar med å handtera kostregime
300936002|Terminal illness (finding)|uhelbredelig sykdom
18232000|Difficulty coping (finding)|mestringsvansker
237355007|Milk engorgement of breast (disorder)|brystspreng
129696000|At increased risk for latex allergy response (finding)|risiko for lateksallergi
284972002|Difficulty performing dressing activity (finding)|vansker med på- og avkledning
508011000202100|At increased risk of general health deterioration (finding)|risiko for forverring av generell helsetilstand
588771000202109|In need of healthcare knowledge (finding)|behov for helsekunnskap
387951000202104|Need for individualized care (finding)|behov for individualisert pleie
74506000|Bereavement (finding)|sorg
21639008|Hypervolemia (finding)|hypervolemi
129705003|At increased risk for disproportionate growth (finding)|risiko for uproporsjonal vekst
8765009|Hematemesis (disorder)|hematemese
1860003|Fluid volume disorder (disorder)|forstyrrelse i væskebalanse
262890007|Injury of urinary tract proper (disorder)|urinvegsskade
130994002|Endocrine system alteration (finding)|endring i det endokrine systemet
1137675004|Relocation stress syndrome (finding)|stresslidelse ved omplassering
716749005|Fatigue associated with malignant neoplastic disease (finding)|kreftrelatert fatigue
16985007|Fasting (finding)|fastende
419284004|Altered mental status (finding)|endret mental status
14631000202109|At increased risk of paralysis (finding)|risiko for paralyse
90987003|Reflex incontinence of urine (finding)|refleksinkontinens
371087003|Ulcer of foot due to diabetes mellitus (disorder)|diabetisk fotsår
705016005|Acute health crisis (finding)|akutt helsekrise
315594003|Interpreter needed (finding)|behov for tolk
424582000|Stress overload (finding)|overbelastende stress
1156448003|Impaired urinary system function (finding)|nedsett funksjon i urinvegane
129698004|At increased risk for loneliness (finding)|risiko for ensomhet
129836000|Noncompliance with therapeutic regimen (finding)|etterlever ikke behandlingsregime
129863004|Deficient knowledge of dietary regimen (finding)|mangelfull kunnskap om kostholdsregime
78633001|Altered thought processes (finding)|endra tankeprosess
289739009|Uterine contractions problem (finding)|problem med uteruskontraksjoner
417163006|Traumatic or non-traumatic injury (disorder)|fysisk skade
1231386001|Deficient knowledge of complementary therapy (finding)|mangelfull kunnskap om alternativ behandling
129857008|Impaired wheelchair mobility (finding)|nedsatt rullestolmobilitet
234097001|Lymphedema (disorder)|lymfødem
129702000|At increased risk for peripheral neurovascular dysfunction (finding)|risiko for perifer nevrovaskulær dysfunksjon
50177009|Body temperature above reference range (finding)|kroppstemperatur over normalområdet
1237117000|Venous ulcer of lower leg (disorder)|venøst leggsår
12871000202103|At increased risk of impaired ability to communicate (finding)|risiko for svekt kommunikasjonsevne
713449000|Deficient knowledge of infant care (finding)|mangelfull kunnskap om spedbarnsomsorg
131182003|Visual alteration (finding)|synsendring
1269562006|At increased risk for postpartum disorder (finding)|risiko for sykdom i barseltid
714660005|At increased risk of impaired psychological state (finding)|risiko for redusert psykisk tilstand
714657003|At increased risk of radiation injury (finding)|risiko for stråleskade
706889000|Transfer injury (disorder)|forflytningsskade
112105008|Sense of smell altered (finding)|endret luktesans
704371007|Impairment of newborn development (finding)|nedsett utvikling hos nyfødd
386816005|Emotional problems (finding)|emosjonelle problemer
267064002|Retention of urine (disorder)|urinretensjon
6471006|Suicidal thoughts (finding)|selvmordstanker
71897006|Venous stasis (finding)|venestase
704343001|Conflicting attitude towards dietary regime (finding)|motstridende holdning til kostholdsregime
413320001|Physical health problem (finding)|problem med fysisk helse
129895003|Impaired spontaneous ventilation (finding)|nedsatt spontan ventilasjon
228158008|Walking disability (finding)|nedsett gangfunksjon
704414005|At increased risk of sleep impairment (finding)|risiko for søvnproblem
704367009|At increased risk of conflict between religious belief and healthcare recommendation (finding)|risiko for konflikt mellom religiøs tru og tilråding frå helsevesen
423949003|At increased risk for environmental contamination (finding)|risiko for kontaminasjon fra miljø
165232002|Urinary incontinence (finding)|urininkontinens
62315008|Diarrhea (finding)|diaré
44635007|Fecal impaction (disorder)|fekalom
281600005|Intestinal stoma (morphologic abnormality)|intestinal stomi
110477003|Unrealistic expectation from treatment (finding)|urealistiske forventninger til behandling
609328004|Allergic disposition (finding)|allergi
2901004|Melena (disorder)|melena
61372001|Aggressive behavior (finding)|aggressiv atferd
300228004|Hearing problem (finding)|hørselsproblem
714670007|Deficient knowledge of pregnancy (finding)|mangelfull kunnskap om svangerskap
14621000202107|At increased risk of paresis (finding)|risiko for parese
704375003|Deficient knowledge of breastfeeding (finding)|mangelfull kunnskap om amming
76039005|Disturbance of attention (finding)|oppmerksomhetsforstyrrelse
704342006|Conflicting attitude towards exercise (finding)|motstridande haldning til trening
704674009|At increased risk of dysfunctional family grieving (finding)|risiko for dysfunksjonell sorg hos pårørande
15401000202103|Excessive activity level (finding)|problematisk høyt aktivitetsnivå
781474001|Allergic disorder (disorder)|allergisk sykdom
704298009|At increased risk of impaired cardiac function (finding)|risiko for svekket hjertefunksjon
130993008|Decreased intracranial pressure adaptive capacity (finding)|redusert intrakraniell adaptiv kapasitet
704341004|Conflicting attitude towards medication management (finding)|motstridande haldning til lækjemiddelhandtering
1144779008|At increased risk of being underweight (finding)|risiko for undervekt
1217126006|Deficient knowledge of fluid regimen (finding)|mangelfull kunnskap om væskeregime
72042002|Incontinence of feces (finding)|avføringsinkontinens
276249004|Withdrawn behavior (finding)|tilbaketrukket atferd
429054002|Disorder related to transplantation (disorder)|liding knytt til transplantasjon
442545002|Random blood glucose outside reference range (finding)|blodsukker utanfor referanseområdet ved tilfeldig måling
262286000|Weight increased (finding)|vektauke
225508006|Poor self-image (finding)|dårleg sjølvbilete
24199005|Feeling agitated (finding)|føler seg agitert
871869008|Difficulty demonstrating health literacy (finding)|vanskar med å visa helsekompetanse
301179007|Poor venous access (finding)|vanskeleg venøs tilgang
704676006|At increased risk of negative response to nurse controlled analgesia (finding)|risiko for negativ respons på sjukepleiestyrt analgesi
129853007|Total urinary incontinence (finding)|total urininkontinens
129828009|Ineffective family therapeutic regimen management (finding)|ineffektiv håndtering av familieterapeutisk behandlingsregime
129821003|Delayed surgical recovery (finding)|forseinka postoperativ recovery
77151000202109|Care of child as next of kin (situation)|ivareta barn som pårørende
733904000|Lack of psychological resilience (finding)|manglende psykologisk resiliens
704449003|Impairment of peripheral tissue perfusion (finding)|nedsett perifer vevsperfusjon
704374004|Lack of pride (finding)|manglende stolthet
49971008|Apprehension (finding)|engstelse
9097005|Stigma (finding)|stigma
78222005|Denial - mental defense mechanism (finding)|fornekting
704425001|Chronic fever (finding)|kronisk feber
557661000202104|Need for medication dosage tapering (finding)|behov for medikamentnedtrapping
704657009|Delayed physical recovery (finding)|forseinka fysisk recovery
497721000202103|Impaired oral health (finding)|svekket munnhelse
704362003|At increased risk of hyperthermia (finding)|risiko for hypertermi
1023001|Apnea (finding)|apné
705053004|Difficulty managing incontinence appliance (finding)|vansker med å håndtere inkontinensutstyr
105981003|Disorder of cardiac function (disorder)|forstyrrelse i hjertefunksjon
129827004|Ineffective therapeutic regimen management (finding)|ineffektiv håndtering av behandlingsregime
129864005|Deficient knowledge of disease process (finding)|mangelfull kunnskap om sykdomsprosess
129851009|Alteration in bowel elimination (finding)|endring i defekasjon
130989002|Sleep deprivation (finding)|søvnmangel
706880001|At increased risk of confusion (finding)|risiko for forvirring
705017001|Impairment of acceptance of health status (finding)|vanskar med å akseptera helsetilstand
129700008|At increased risk for caregiver role strain (finding)|risiko for belastande omsorgsgjevarrolle
704350002|At increased risk of impaired child development (finding)|risiko for forseinka utvikling hos barn
17029006|Feeling despair (finding)|kjenner seg fortvila
75478009|Poisoning (disorder)|forgiftning
55300003|Cramp (finding)|kramper
302866003|Hypoglycemia (disorder)|hypoglykemi
125666000|Burn (disorder)|brannskade
1144750001|Difficulty in coping in new situations (finding)|vanskar med å meistra nye situasjonar
714668003|Religious belief and healthcare recommendation conflict (finding)|konflikt mellom religiøs tru og tilråding frå helsevesen
49727002|Cough (finding)|hoste
129893005|Respiratory alteration (finding)|endret respirasjon
7011001|Hallucinations (finding)|hallusinasjoner
161112004|Illiteracy (finding)|analfabetisme
129878006|Dysfunctional family due to alcoholism (finding)|alkoholrelatert dysfunksjon i familie
14891000202106|At increased risk of disturbance of consciousness (finding)|risiko for medvitsforstyrring
80601004|At increased risk for activity intolerance (finding)|risiko for aktivitetsintoleranse
706872008|Victim of elder abuse (finding)|utsatt for overgrep som eldre
405651005|Equipment problem (finding)|problem med utstyr
68566005|Urinary tract infectious disease (disorder)|urinvegsinfeksjon
704488001|Impairment of psychological status (finding)|svekt psykisk status
112633009|Surgical wound (morphologic abnormality)|operasjonssår
422935003|Environment contains biological hazards (finding)|omgivelser inneholder biologisk fare
75148009|Employment problem (finding)|vansker med arbeid
129890008|Musculoskeletal alteration (finding)|endra funksjon i muskel- og skjelettsystem
704486002|Difficulty managing urinary catheter (finding)|vanskar med å handtera urinkateter
713460009|Denial about illness severity (finding)|fornektelse av sykdommens alvorlighetsgrad
277321000202105|At increased risk of complication during pregnancy (finding)|risiko for svangerskapskomplikasjon
417471000202109|At increased risk of decreased renal function (finding)|risiko for nedsett nyrefunksjon
404640003|Dizziness (finding)|svimmelhet
130984007|Tactile alteration (finding)|endret følesans
423797009|Inadequate healthcare provision (finding)|mangelfull helsehjelp
161898004|Falls (finding)|faller
