ID|Term_EN|Term_NO
10301000202103|Adequate interaction with others (finding)|tilfredsstillande sosialt samspel
1149159005|Reduced level of fear (finding)|redusert fryktnivå
285036002|Does manage medication (finding)|handterer lækjemiddel sjølv
1144583005|Good recovery following surgery (finding)|god postoperativ recovery
17051000202104|Decreased delusions (finding)|reduserte vrangførestillingar
15211000202100|Reduced behavioral problem (finding)|redusert atferdsproblem
2004005|Blood pressure within reference range (finding)|normalt blodtrykk
709014002|Compliance with prescribed diet (finding)|etterlever forordnet diett
733739009|Improved dentition (finding)|bedret tannstatus
278941000202104|Adequate renal function (finding)|tilfredsstillende nyrefunksjon
298229008|Active range of joint movement normal (finding)|normalt aktivt rørsleutslag
1141704003|No aspiration into respiratory tract (situation)|ingen aspirasjon til luftveier
1304232008|Entered into clinical trial (finding)|inkludert i klinisk studie
61618002|Normal cardiovascular function (finding)|normal kardiovaskulær funksjon
278611000202105|Demonstrates knowledge of prevention of late effect of disorder (finding)|viser kunnskap om førebygging av seinfølgjer
944361000000106|Able to maintain life roles (finding)|i stand til rolleutøvelse
1171000175109|Increased physical activity (finding)|økt fysisk aktivitet
401187007|No itch (situation)|ingen kløe
112080002|Cheerful mood (finding)|godt humør
449888003|Normal cognition (finding)|normal kognisjon
507581000202104|Maintained patient risk management status (finding)|oppretthalden utgangsstatus
444884003|Intact skin (finding)|intakt hud
1144527009|Interacts with others normally (finding)|normalt sosialt samspill
507661000202109|Adequate vital signs (finding)|tilfredsstillande vitale teikn
1149248007|Intact oral mucosa (finding)|intakt munnslimhinne
657731000202107|Adequately sedated (finding)|tilstrekkelig sedert
417511000202103|Adequate amount of urine output (finding)|tilfredsstillende urinproduksjon
1144566001|Managing to control withdrawal symptoms (finding)|kontrollerer abstinenssymptomer
81765008|No pain (situation)|ingen smerter
1148601009|Able to thrive (finding)|i stand til å trives
1144584004|Normal thermoregulation (finding)|normal temperaturregulering
1137680008|Normal sensory perception (finding)|normal sensorisk persepsjon
387921000202106|Normal scarring after surgery (finding)|normal postoperativ arrdannelse
1157058003|Organized infant behavior (finding)|organisert spedbarnsatferd
430567009|Ready for discharge (finding)|klar for utskrivelse
1141709008|No deep vein thrombosis (situation)|ingen dyp venetrombose
11931000202101|Able to manage personal health (finding)|i stand til å håndtere egen helse
271591004|Fully conscious (finding)|fullt medviten
278881000202100|Adequate intracranial pressure adaptive capacity (finding)|tilfredsstillende intrakraniell adaptiv kapasitet
1137678002|Normal exchange of respiratory gases (finding)|normal respiratorisk gassutveksling
301146007|Peripheral pulse palpable (finding)|palpabel perifer puls
278981000202109|Adequate sense of position and movement (finding)|tilfredsstillende kinestetisk sans
507851000202105|Education about everyday coping (procedure)|undervisning om hverdagsmestring
54009003|Normal circadian rhythm (finding)|normal døgnrytme
284907009|Able to use toilet (finding)|i stand til å utføre toalettbesøk
298345007|Does not fall (finding)|faller ikke
1148836006|Decreased spatial neglect (finding)|redusert spatial neglekt
45850009|Continent of urine (finding)|kontinent for urin
278701000202104|Adequate oral mucosa (finding)|tilfredsstillande munnslimhinne
709008009|Complies with therapeutic regimen (finding)|etterlever behandlingsregime
1137676003|Decreased level of spiritual stress (finding)|redusert grad av åndelig stress
17821000202100|Adequate eating pattern (finding)|tilfredsstillende spisemønster
719732004|Able to recognize own symptoms (finding)|i stand til å kjenna att eigne symptom
1156934008|Effective protective ability (finding)|tilfredsstillande beskyttelsesevne
1141698003|Demonstrates knowledge of exercise (finding)|viser kunnskap om trening
1149054002|Normal reproductive system function (finding)|normal funksjon i reproduksjonssystem
417461000202100|No embolism (situation)|ingen emboli
225466006|Willing (finding)|villig
1145036008|Demonstrates knowledge of psychosocial response to procedure (finding)|viser kunnskap om psykososial respons på prosedyre
297661000202102|Reduced apprehension (finding)|redusert engsting
285034004|Able to manage medication (finding)|i stand til å handtera lækjemiddel
13301000202109|Maintained mobility (finding)|oppretthalden rørsleevne
1137674000|Decreased level of relocation stress (finding)|redusert stressyndrom ved omplassering
58236001|Normal growth (finding)|normal vekst
1137417006|Able to communicate about nausea (finding)|i stand til å kommunisera om kvalme
1149438008|Reduced distortion in thinking (finding)|redusert tankeforstyrring
24441001|Health maintenance alteration (finding)|endret ivaretakelse av egen helse
